operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcShortQuery3PersonFriends|1651090453710|1651090453711|3|24|-1
LdbcShortQuery4MessageContent|1651090453714|1651090453714|3|1|-1
LdbcShortQuery5MessageCreator|1651090453717|1651090453717|2|1|-1
LdbcShortQuery6MessageForum|1651090453719|1651090453720|2|1|-1
LdbcShortQuery7MessageReplies|1651090453722|1651090453723|2|0|-1
LdbcQuery5|1651090453024|1651090453726|3|0|1290688412488
LdbcShortQuery1PersonProfile|1651090453729|1651090453729|3|1|-1
LdbcShortQuery2PersonPosts|1651090453732|1651090453732|6|10|-1
LdbcShortQuery3PersonFriends|1651090453738|1651090453739|3|6|-1
LdbcQuery10|1651090453051|1651090453743|3|0|1290688439350
LdbcShortQuery4MessageContent|1651090453746|1651090453746|3|1|-1
LdbcShortQuery5MessageCreator|1651090453749|1651090453750|3|1|-1
LdbcShortQuery6MessageForum|1651090453753|1651090453753|3|1|-1
LdbcShortQuery7MessageReplies|1651090453756|1651090453757|3|0|-1
LdbcShortQuery1PersonProfile|1651090453760|1651090453761|3|1|-1
LdbcShortQuery2PersonPosts|1651090453764|1651090453764|5|10|-1
LdbcShortQuery3PersonFriends|1651090453769|1651090453769|3|16|-1
LdbcShortQuery4MessageContent|1651090453772|1651090453773|3|1|-1
LdbcShortQuery5MessageCreator|1651090453776|1651090453776|3|1|-1
LdbcShortQuery6MessageForum|1651090453779|1651090453780|3|1|-1
LdbcShortQuery7MessageReplies|1651090453783|1651090453783|5|9|-1
LdbcQuery11|1651090453087|1651090453788|3|0|1290688475166
LdbcShortQuery1PersonProfile|1651090453791|1651090453792|3|1|-1
LdbcShortQuery2PersonPosts|1651090453795|1651090453795|5|10|-1
LdbcShortQuery3PersonFriends|1651090453800|1651090453801|4|71|-1
LdbcShortQuery4MessageContent|1651090453805|1651090453805|2|1|-1
LdbcShortQuery5MessageCreator|1651090453807|1651090453808|2|1|-1
LdbcShortQuery6MessageForum|1651090453810|1651090453811|2|1|-1
LdbcShortQuery7MessageReplies|1651090453813|1651090453814|3|0|-1
LdbcShortQuery1PersonProfile|1651090453817|1651090453817|2|1|-1
LdbcShortQuery2PersonPosts|1651090453819|1651090453820|8|10|-1
LdbcShortQuery3PersonFriends|1651090453828|1651090453828|2|4|-1
LdbcQuery6|1651090453091|1651090453831|93|0|1290688479643
LdbcShortQuery4MessageContent|1651090453924|1651090453925|3|1|-1
LdbcShortQuery5MessageCreator|1651090453928|1651090453929|3|1|-1
LdbcShortQuery6MessageForum|1651090453932|1651090453932|2|1|-1
LdbcShortQuery7MessageReplies|1651090453934|1651090453935|2|0|-1
LdbcShortQuery1PersonProfile|1651090453937|1651090453938|2|1|-1
LdbcShortQuery2PersonPosts|1651090453940|1651090453940|4|10|-1
LdbcShortQuery3PersonFriends|1651090453944|1651090453945|4|128|-1
LdbcShortQuery4MessageContent|1651090453949|1651090453949|2|1|-1
LdbcShortQuery5MessageCreator|1651090453951|1651090453952|2|1|-1
LdbcShortQuery6MessageForum|1651090453954|1651090453955|2|1|-1
LdbcShortQuery7MessageReplies|1651090453957|1651090453958|2|0|-1
